,FalseSent,Option,label
588,She took a battle tank in the car.,Battle tanks are always camouflaged while cars are normal.,0
589,She took a battle tank in the car.,A battle tank is much larger than a car.,1
590,She took a battle tank in the car.,A battle tank cannot drive a car.,0
592,He put the shoes in his mouth,"Shoes go on feet, not in mouths.",1
593,He put the shoes in his mouth,Shoes come in different styles but lips are the same.,0
594,He put the shoes in his mouth,A shoe wont fit into a mouth.,0
596,He put a teapot over his head,Teapots make tea,0
597,He put a teapot over his head,Teapots are not clothing,1
598,He put a teapot over his head,Teapots have spouts,0
600,He rode his car across the ocean,Cars cannot ride across the ocean,1
601,He rode his car across the ocean,The ocean is blue and cars are sometimes blue.,0
602,He rode his car across the ocean,The ocean is larger than the car.,0
604,I put my bowling alley on the couch,Dogs are usually playful and you usually play a game of bowling in a bowling alley,0
605,I put my bowling alley on the couch,Bowling alleys can have couches but a couch can not have a bowling alley,0
606,I put my bowling alley on the couch,A bowling alley can't be put on a couch.,1
608,There was an ant wrapped around a tree.,It is not common to see ants wrapped around a tree.,0
609,There was an ant wrapped around a tree.,Ants prefer to walk over trees.,0
610,There was an ant wrapped around a tree.,Ants have a body that is too small to curl up in a tree.,1
612,He played the piano with a ship.,A ship is much larger than a piano.,1
613,He played the piano with a ship.,Ships are usually made of iron while pianos are made of wood.,0
614,He played the piano with a ship.,A ship cannot play the piano with its fingers.,0
616,A pocket knife is useless.,A pocket knife is the only object with a blade that you can buy so it is useful.,0
617,A pocket knife is useless.,A pocket knife is the only object that can cut meat so it is useful.,0
618,A pocket knife is useless.,A pocket knife has many uses because it has a blade and can cut things like food or wood.,1
620,He ate a lion sandwich,Lions are too purple to eat,0
621,He ate a lion sandwich,Lions might have sandpaper in their meat,0
622,He ate a lion sandwich,You cannot eat a lion,1
624,The fish got into the car and drove off,A fish has no intelligence to drive a car,1
625,The fish got into the car and drove off,A fish has no legs to step onto the car pedals,0
626,The fish got into the car and drove off,Cars work on land so fish would not survive long,0
628,Cleveland is a state in America,Cleveland is a city not a state.,1
629,Cleveland is a state in America,No states in America start with the letters CL,0
630,Cleveland is a state in America,"Cleveland is used for professional sports teams, sports teams in the midwest never use state names",0
632,I broiled a gluten-free cake.,"Broiling is a process to cook meat, not cake.",1
633,I broiled a gluten-free cake.,"Broiled meat can sometimes be charred, where cake can sometimes be burned.",0
634,I broiled a gluten-free cake.,A cake can be eaten with bake.,0
636,He plays tennis with a basketball ball,A basketball ball is bigger than a tennis ball,0
637,He plays tennis with a basketball ball,A basketball ball cannot be played in tennis due to its size,1
638,He plays tennis with a basketball ball,A basketball ball and a tennis ball are rounded,0
640,a computer a day keeps doctors away,computers and apples are friends,0
641,a computer a day keeps doctors away,doctors and computers work with apple daily,0
642,a computer a day keeps doctors away,using computers daily increases the risk of heart disease,1
644,She put a shirt on her foot.,Shirts are pink while the foot is white.,0
645,She put a shirt on her foot.,A shirt does not wear shoes.,0
646,She put a shirt on her foot.,A shirt is not for the foot.,1
648,Whales rain from the sky.,Whales are to heavy to be apart of the water cycle.,1
649,Whales rain from the sky.,Whales have Killer Whales as predators.,0
650,Whales rain from the sky.,Whales can communicate underwater.,0
652,There was a zebra hunting a lion.,Zebras do not hunt lions.,1
653,There was a zebra hunting a lion.,It is not common to see zebras hunting lions.,0
654,There was a zebra hunting a lion.,Zebras prefer grass to lion meat.,0
656,The dog chased the bed.,Dogs and beds both have four legs,0
657,The dog chased the bed.,Both dogs and beds have hair on them if a cat lays on them,0
658,The dog chased the bed.,Beds do not move and thus cannot be chased.,1
660,Scales are used for measuring distances between things,the distance between two things can be too great to be measured,0
661,Scales are used for measuring distances between things,broken scales are no good for measuring,0
662,Scales are used for measuring distances between things,scales are used for measuring the weight of things,1
664,A footballer would never kick a football.,Footballs are satisfying to kick and they cannot resist kicking the ball.,0
665,A footballer would never kick a football.,A footballer gets paid to kick a football into a goal and so he needs to do so.,1
666,A footballer would never kick a football.,You are praised in society for kicking a football.,0
668,"When it is dark at home, you can turn on the heaters",turning on the heaters will not help you see things in the dark,1
669,"When it is dark at home, you can turn on the heaters",you cannot see the heaters in the dark,0
670,"When it is dark at home, you can turn on the heaters",there are no heaters at home,0
672,Cooking gourmet meals is the number one way to make mistakes such as kitchen fires.,Cooking fires are a result of mistakes made in recipes.,0
673,Cooking gourmet meals is the number one way to make mistakes such as kitchen fires.,Gourmet meals and cooking are hazardous and should be avoided.,0
674,Cooking gourmet meals is the number one way to make mistakes such as kitchen fires.,"Kitchen fires, and or mistakes are not a direct result of cooking gourmet meals.",1
676,The family came back from the moon,The moon is not a destination everyday people can visit,1
677,The family came back from the moon,The moon is only visible to see at night,0
678,The family came back from the moon,The family does not have a gas station to stop and get gas on the way to the moon,0
680,Sugar is bad for humans,Sugar is a sweet drug,0
681,Sugar is bad for humans,Sugar is widely used by humans with no  fear,1
682,Sugar is bad for humans,Sugar is bad for no human use,0
684,It rains often in Sahara,snow is more often in Sahara than rain,0
685,It rains often in Sahara,"Sahara is a desert, which means that it receives very little rain",1
686,It rains often in Sahara,many parts of Sahara are uninhabited,0
688,The man had an automobile for dinner,People do not eat automobiles for food,1
689,The man had an automobile for dinner,An automobile is too big for the man's mouth,0
690,The man had an automobile for dinner,An automobile is to hard for a man to eat,0
692,taking a dump in the park can be good for your health,there is no toilet paper in the park,0
693,taking a dump in the park can be good for your health,doing the toilet in public places is wrong,1
694,taking a dump in the park can be good for your health,you cannot flush in the park,0
696,Something you find at a water cooler is a living dinosaur,Dinosaurs do not have thumbs to use the water cooler,0
697,Something you find at a water cooler is a living dinosaur,Dinosaurs are extinct,1
698,Something you find at a water cooler is a living dinosaur,Dinosaurs do not speak the same language as humans,0
700,John plays the milk.,Milk is a liquid not an musical instrument.,1
701,John plays the milk.,Milk is the same color as most of the piano keys.,0
702,John plays the milk.,Milk needs to be kept cold,0
704,My medicine take me,medicines are useful,0
705,My medicine take me,Medicines are not alive,1
706,My medicine take me,I am human,0
708,He pulled a fan from the bottle.,Fan is beautiful and the bottle is ugly.,0
709,He pulled a fan from the bottle.,Fan do not fit in bottles.,1
710,He pulled a fan from the bottle.,Fans cannot be drunk.,0
712,He cooks a bed in the pan.,The bed is too big for a pan.,1
713,He cooks a bed in the pan.,"The bed is always comfortable, the pan is hard.",0
714,He cooks a bed in the pan.,The bed didn't drink milk.,0
